Model,Dataset,Macro F1,Macro Precision,Macro Recall
vader,sent_eval,0.7296980238324329,0.7276623490798265,0.7326634821281501
vader,sentiment140,0.2601838528649262,0.6945901470739484,0.39011242114522204
vader,mteb,0.203325159382718,0.6266973495234365,0.3494252873563219
vader,amazon,0.18974536289064906,0.6559178743961352,0.36966666666666664
vader,sst2,0.6677040330263576,0.6717141386410432,0.6685189862759957
vader,financial_phrasebank,0.2513219540849895,0.33371320037986707,0.33350963227148683
