Model,Dataset,Macro F1,Macro Precision,Macro Recall
stanza,sent_eval,0.7739016872630453,0.7720093656875266,0.7870352345727079
stanza,sentiment140,0.6847411361300894,0.7471445540935672,0.7021580351662049
stanza,mteb,0.5191167679412193,0.6229112419839402,0.5241379310344828
stanza,amazon,0.5286187214718613,0.5485847784586994,0.5398333333333333
stanza,sst2,0.8497135226517738,0.8497302844512276,0.8496989980634841
stanza,financial_phrasebank,0.4414536779661267,0.46327255887476254,0.44409526643339214
