Model,Dataset,Macro F1,Macro Precision,Macro Recall
pysentimiento,mteb,0.7683432503177196,0.7696796775064252,0.7724137931034484
pysentimiento,amazon,0.6182904558962378,0.6188350291606665,0.6186666666666666
